correo|nombre|dire|pais|departamento|prov|dist|ruc|rep|telefono|correo
ongapdiepj2008@hotmail.com |provincia de jaen - |pasaje altamirano 101, piso 2° - sector pueblo nuevo ||cajamarca |||||076-432346 |ongapdiepj2008@hotmail.com 
ongesperanzanuevavida@hotmail.com |o.n.g. de apoyo para discapacidad esperanza nueva vida - o.d.a.p.d.e.n.v. |jr. jorge chavez 420 ||ancash |||||(043) 284262 |ongesperanzanuevavida@hotmail.com 
davidisidro16@hotmail.com |o.n.g. inchatomashi - |urb. mazamari calle 1 mz. 27 lote 11 ||junín |||||966002497|davidisidro16@hotmail.com 
inaip@live.com |o.n.g. instituto nacional agro-ecologico industrial del peru - inaip |mza. c lote 5 aa.hh señor de luren ||lima |||||991489252|inaip@live.com 
jovenes_imparables_ong@hotmail.com |o.n.g. jovenes imparables - |jr. junin mz. f lote 11- pueblo joven dos de mayo ||ancash |||||(043) 342397 |jovenes_imparables_ong@hotmail.com 
ongkerigma16@gmail.com |o.n.g. kerigma - kerigma |av. tahuantinsuyo 911 ||junín |||||981700577 / 972646733 / |ongkerigma16@gmail.com 
info@mamaaliceper.com |o.n.g. mama alice - |jr callao 357 ||ayacucho |||||(066) 316973 |info@mamaaliceper.com 
edwin.delgado@foccadi.org.pe |o.n.g.d. fortalecimiento creativo de capacidades distintivas - o.n.g.d. foccadi |av. general garzon 1082 - oficina 302 ||lima |||||998523739|edwin.delgado@foccadi.org.pe 
oscarper@ec-red.com |oficina de solidaridad de los carmelitas descalzos de peru - oscar de peru |jr. conchucos 720 - barrios altos ||lima |||||238-7434 |oscarper@ec-red.com 
otarperu@hotmail.com ||av. ramon castilla nº 139 2do. piso ||ayacucho |||||066-311406 |otarperu@hotmail.com 
talavera.gonzalo@gmail.com |ojo en la cerradura - |av. brasil 3781 ||lima |||||997271140|talavera.gonzalo@gmail.com 
onotzi.org@gmail.com |onampitsite, noshaninkaye, tzinani - onotzi |av. daniel a. carrion lote 86, edif. a1 dpto. 503 parcela fundo estrella ||lima |||||956992303|onotzi.org@gmail.com 
mkt@onetooneperu.org |one to one personal teaching asociacion cultural educativa australia peru - |av. poesia 332 ||lima |||||223-0756 |mkt@onetooneperu.org 
ongaposentodeloriente@gmail.com |ong - aposento del oriente - aposento del oriente |jr. guillermo sisley 784 ||ucayali |||||(061) 630795 |ongaposentodeloriente@gmail.com 
cegee_17@hotmail.com |ong - asociacion defensora de los animales y el medio ambiente adaa - |jr. abtao 1245 ||huánuco |||||062-515283 / 968141876 |cegee_17@hotmail.com 
ong-gotasdeaguaviva@hotmail.com |ong - gotas de agua viva - gotas de agua viva |asoc. de propietarios chicmabamba mz. c lote 23 a ||lima |||||988277859|ong-gotasdeaguaviva@hotmail.com 
spacdi.org@gmail.com |ong - sociedad peruana de agroecologia cultura y desarrollo integral - spacdi |jr. ancash 839, oficina 23 ||junín |||||963110814 / 964662208 |spacdi.org@gmail.com 
adesperu@yahoo.com |ong accion para el desarrollo - ades |av. pascual saco oliveros 155 ||lambayeque |||||(074) 624516 |adesperu@yahoo.com 
ong.asdesa@gmail.com |ong alternativa solidaria para el desarrollo en sudamerica - asdesa |av. huancavelica n°920 ||junín |||||064-623242 |ong.asdesa@gmail.com 
aguaesvida98@hotmail.com |ong ambiental aguas es vida - |jr. flor de amancaes 741 ||junín |||||952009477|aguaesvida98@hotmail.com 
ongamorycompasion@gmail.com |ong amor y compasion - |av. miraflores 922 ||la libertad |||||(044) 639322 |ongamorycompasion@gmail.com 
info@aprodeperu.com |ong asociacion pro desarrollo peru-vida - aprode-peru |calle daniel alcides carrion 203 ||lima |||||511-4631 |info@aprodeperu.com 
ayudacushun@hotmail.com / jorsasrl@hotmail.com |ong ayudacushun - |urb. los heroes mz. h2, lote 02 ||ancash |||||(043) 202888 |ayudacushun@hotmail.com / jorsasrl@hotmail.com 
jdgm01@yahoo.es |ong ayudacushun aukis - |urb. los pinos mz. d lote 19 ||ancash |||||043-356313 |jdgm01@yahoo.es 
ongbienestarysalud@hotmail.com |ong bienestar y salud tercera edad - |calle ricardo sanchez 381 - urb. santo dominguito ||la libertad |||||(044) 296600 |ongbienestarysalud@hotmail.com 
ongbiofide@gmail.com |ong biofides - |calle huiracocha 1416, dpto. 608 ||lima |||||997711959|ongbiofide@gmail.com 
ongbonlloltierrafirme@gmail.com |ong bonllol tierra firme de corobamba - |pasaje canepa 112 - 3° piso ||lima |||||987053265 / 975444431 |ongbonlloltierrafirme@gmail.com 
ong.casif@gmail.com |ong cajamarquinos sin fronteras - scfd |av. atahualpa 582, 3 piso (por el ovalo musical) ||cajamarca |||||978370508 / 938232215 |ong.casif@gmail.com 
info@cartadelatierraperu.org |ong carta de la tierra peru - |malecon paul harris 254 oficina 402 ||lima |||||477- 2029 |info@cartadelatierraperu.org 
cedarperu@hotmail.com |ong centro de ecodesarrollo y accion rural - |jr. bruno terreros 661 ||junín |||||992534967|cedarperu@hotmail.com 
george@promdsr.org / postmast@promdsr.org |ong centro de promocion y defensa de los derechos sexuales y reproductivos - |av. jose pardo 601 of. 604 ||lima |||||447-8668 |george@promdsr.org / postmast@promdsr.org 
mauren0950@hotmail.com / |ong centro peruano de la mujer y el niño - niña caminar - ong centro caminar |calle amalia puga vidal 1119 ||cajamarca |||||950894782|mauren0950@hotmail.com / 
ongcumbre@gmail.com |ong construyendo un mañana con bienestar y responsabilidad - cumbre |jr. los jazmines 436 paucarbambilla ||huánuco |||||965750731|ongcumbre@gmail.com 
contigo.peru@hotmail.com |ong contigo peru - |jr. parra del tiego 375 - interior 602 ||junín |||||959515337|contigo.peru@hotmail.com 
coremar-peru@hotmail.com |ong coremar peru - ong coremar peru |jr. ucayali 132 ||huánuco |||||(062) 503033 / #956541419 / |coremar-peru@hotmail.com 
creeentiperu@gmail.com |ong cree en ti - |av. villa maria 982 ||lima |||||450-4991 |creeentiperu@gmail.com 
cap_gb@hotmail.com |ong cultura viva ahora - |mz. p lote 12 coop. de vivienda de trabajadores del sector ||ayacucho |||||066-317472 |cap_gb@hotmail.com 
aprosca@hotmail.com |aprosca |jr. mantaro 205 ||junín |||||930459867 / 991261622 |aprosca@hotmail.com 
rmri1@hotmail.com |ong eco desarrollo y nueva alternativa de vida - edenav |av. huamachuco n°562 ||lambayeque |||||074-282743 |rmri1@hotmail.com 
ecoaldeautapalca@gmail.com |ong ecoaldea utapalca - |caserio de san jose de utapalca ||ica |||||996585426|ecoaldeautapalca@gmail.com 
faderpiong@hotmail.com |ong fondo de apoyo al desarrollo regional de piura - ong faderpi |mz. p3 lote 19 - urb. felipe cossio del pomar ||piura |||||944497096|faderpiong@hotmail.com 
ong_gesamides@hotmail.es |ong gesamides |jr. ayacucho mz. 38 lote 20 la victoria ||junín |||||964683680|ong_gesamides@hotmail.es 
onghampaqperu@gmail.com |ong hampaq peru - |av. republica de chile 295, oficina 507 ||lima |||||340-7067 |onghampaqperu@gmail.com 
martinmezarina@gmail.com |ong huascaran progreso - |av. las flores 498 -nicrupampa ||ancash |||||943616150|martinmezarina@gmail.com 
lucianafrancescaarzaniarroyo@hotmail.com |inidesla |residencial san francisco mz. b lote 12 ||la libertad |||||971001335|lucianafrancescaarzaniarroyo@hotmail.com 
ongintiwata_7@hotmail.com |ong intiwata peru - |calle ayacucho 1052 ||lambayeque |||||(074) 651398 |ongintiwata_7@hotmail.com 
cooperantes.ong@gmail.com |ong jovenes en riesgo hacia un futuro diferente - ojerhfd |mz. c lote 19 - sector 4 - nuevo progreso ||lima |||||920215146|cooperantes.ong@gmail.com 
info@manosqueayudandecorazon.org.pe |ong las manos que ayudan de corazon - |jr. juan guillermo moore 568 ||lima |||||6963351|info@manosqueayudandecorazon.org.pe 
ongleonardomanuel09@hotmail.com ||pje. los arenales 242 2do. piso urb. pio pata ||junín |||||964973178|ongleonardomanuel09@hotmail.com 
ongliberecome_vecina@hotmail.com |ong lily bergerot reategui - libere - |calle ventura calamaqui 197 dpto. 301 urb. pando ||lima |||||566-1692 |ongliberecome_vecina@hotmail.com 
ongloretopulmondelmundo@gmail.com |ong loreto pulmon del mundo - ong l.p.m. |calle loreto 1349 ||loreto |||||(065) 234854 |ongloretopulmondelmundo@gmail.com 
pvm10@hotmail.com |ong manos fuertes - |av. jose pardo 575, 4to piso ||lima |||||975140001|pvm10@hotmail.com 
mdlaunaesperanza@gmail.com |ong maria de los angeles (una nueva esperanza para ti) - |aa.hh. el arenal alto mz. k2 lote 9 ||lima |||||955165286|mdlaunaesperanza@gmail.com 
robertoinchaustegui@gmail.com |ong medicina, ciencia y tecnologia - |almirante guisse 282 ||loreto |||||065-233437 |robertoinchaustegui@gmail.com 
ongperu-miesperanza@hotmail.com |ong mi esperanza - |jr. antofagasta 2190 ||lima |||||5050179|ongperu-miesperanza@hotmail.com 
contacto@fmunido.com |ong mundo unido - |jr. once de febrero 215b la merced ||cajamarca |||||(076) 630858 |contacto@fmunido.com 
rosvillon@hotmail.com |ong pamparomas creciendo juntos - |jr. juan mendez s/n pamparomas huaylas ||ancash |||||(043) 633675 |rosvillon@hotmail.com 
pirqayperu@gmail.com |ong pirqay peru - |calle alfredo icaza 161 ||lima |||||299-4811 |pirqayperu@gmail.com 
luzgalvezay@hotmail.com |ong renovador impulso - |jr. las nepentas 116 - urb. san silvestre ||lima |||||376-0671 / 986294015 |luzgalvezay@hotmail.com 
jperez@sarperu.org |ong salvamento auxilio rescate peru 127 - ong sar peru 127 |jr. pachamama 141 urb. zarate ||lima |||||458-2019 / 933104987 |jperez@sarperu.org 
sabenpal01@hotmail.com |ong san benito de palermo - sabenpal |av. venezuela 1244 ||callao |||||498-4605 |sabenpal01@hotmail.com 
ongsolidaridadfeyesperanza@gmail.com |ong solidaridad, fe y esperanza - |calle pampa concon topara mz. h-1 lote 1 - cc.p. nuevo cañete ||lima |||||547-7652 |ongsolidaridadfeyesperanza@gmail.com 
jhonnyolivas_61@hotmail.com |ong somos mas que vencedores en cristo jesus - sonmasquevencencrisjes |jr. metereologos 111, 2° piso urb. las acacias ||lima |||||7366307|jhonnyolivas_61@hotmail.com 
ongsumaqyachay@yahoo.es / asumaqyachay@gmail.com |ong sumaq yachay - |av. universitaria 229 ||huancavelica |||||correo electrónico: |ongsumaqyachay@yahoo.es / asumaqyachay@gmail.com 
unoparatodosytodosparauno.peru@gmail.com |ong uno para todos y todos para uno - |jr. camelias 149 urb. entel peru ||lima |||||466-3164 |unoparatodosytodosparauno.peru@gmail.com 
ongvivemundo@hotmail.com |mundo - ong vivemundo |asociacion yanavilca mza. c lote 07 ||ayacucho |||||#951803330 |ongvivemundo@hotmail.com 
cedefa.ong@outlook.com |ong. cedefa - cochabamba - |jr. 27 de noviembre 1092 ||cajamarca |||||978774429 / 98606900 |cedefa.ong@outlook.com 
marycruzz_7@hotmail.com |ong. desarrollo integral y armonico en cristo - ong. d.i.a. cristo |calle real 1040 - oficina 306 - megacentro ||junín |||||064 - 224442 |marycruzz_7@hotmail.com 
ong_lider@hotmail.com |ong. liderazgo & desarrollo social - ong. lider ds. |calle los minerales 349 - urbanizacion millotingo ||junín |||||064-249190 |ong_lider@hotmail.com 
ong.atupcan@gmail.com |ong´d atupcan - |calle tacna 284 ||loreto |||||942652711|ong.atupcan@gmail.com 
info@ongnuevorumbo.org |ong´d nuevo rumbo - |av. circunvalacion del golf los incas 154 edificio capital golf,ofic.501 ||lima |||||640-8524 |info@ongnuevorumbo.org 
ciproc11@hotmail.com |ong-centro de investigacion productiva comunal - ciproc |calle daniel alcides carrion mz. 45 lt. 10 a.h.h. la victoria ||junín |||||(064) 249608 / 954032101 |ciproc11@hotmail.com 
jaguero.lacandelaria@gmail.com |ongd - llamellin - |calle las azucenas mz. f lote 25 humaya ||lima |||||992687999|jaguero.lacandelaria@gmail.com 
aguaparaelmundopazyamor@gmail.com |ongd agua para el mundo paz y amor ld - |av. tupac amaru 495- urb. las quintanas ||la libertad |||||(044) 375837 / 966678108 |aguaparaelmundopazyamor@gmail.com 
biosos@hotmail.com |ongd asociacion para la biodiversidad sostenible - ongd bio-sos |jr. hassinger 301 ||pasco |||||063-462427 |biosos@hotmail.com 
corazonesmilagrenses@yahoo.es |ongd corazones milagrenses - |calle teofilo castillo 828 urb. el bosque ||la libertad |||||044-317718 |corazonesmilagrenses@yahoo.es 
pablo_jesus_81@hotmail.com / nathy305@hotmail.com |ongd creciendo juntos san miguel arcangel - |jr. tacna 863 ||junín |||||938236020|pablo_jesus_81@hotmail.com / nathy305@hotmail.com 
info@helioenergy.org.pe |ong'd he3 helio energy and environmental engineering - |jr. ayacucho 740 ||piura |||||073-320370 |info@helioenergy.org.pe 
bcchgladiador2014@hotmail.com |ongd imasumac - |calle jorge chavez l-6 poblado ayancocha ||huánuco |||||950515941|bcchgladiador2014@hotmail.com 
luzyesperanzaperu@gmail.com |ong'd luz y esperanza - |av. saenz peña 303 ||lima |||||256-1660 |luzyesperanzaperu@gmail.com 
bananalatinaperu@yahoo.com |ongd por amor a tumbes - |calle paula vigil 250 ||tumbes |||||972815967|bananalatinaperu@yahoo.com 
peru@proyectosolidario.org.pe |ongd proyecto solidario por la infancia peru - |pasaje vizcardo y guzman 147 ||junín |||||(064) 398819 / 969000168 |peru@proyectosolidario.org.pe 
ongsospanperu@outlook.com |ongd sos pan peru - |parque maldonado 159, altura cuadra 2 av. del rio ||lima |||||332-3362 |ongsospanperu@outlook.com 
gutie003@hotmail.com |ongd tierra nuestra-peru - |calle los milanos 420 - el palomar ||lima |||||993382800|gutie003@hotmail.com 
apontelavandoguillermo@gmail.com / |ongd trascender peru - |pasaje samael 160, oficina 4° piso, san carlos ||junín |||||967246045|apontelavandoguillermo@gmail.com / 
ventas@rodriguezsotoinmobiliaria.com |ongd vidas dignas - peru - |calle tomas alva edison 501 edificio 2 ||lima |||||942027717|ventas@rodriguezsotoinmobiliaria.com 
provision@outlook.es |ongd, profesionales con vision para el desarrollo sostenible - ongd provision |canteras de llicua mz. m lote 11 ||huánuco |||||964603433 / 9474400511 |provision@outlook.es 
orellanacamasi.abogados@gmail.com |ong-kuskay risun-drer - |alm. manuel traverso mz. g lote 2,dpto. 501-urb. la merced ||junín |||||930826315|orellanacamasi.abogados@gmail.com 
janely45@hotmail.com |departamento de huanuco distrito de pillco marca - |jr. daniel alcides carrion mz. a lote 11 ||huánuco |||||964707749|janely45@hotmail.com 
mpn29@hotmail.com |operacion san andres-ong - osa |av. rio grande 257 ||lima |||||994709659|mpn29@hotmail.com 
max80-119@hotmail.com |"organismo no gubernamental ""kuska qatarisun"" - kuqa peru "|mza. j lote 18 barrios altos ||ayacucho |||||066-966946508 |max80-119@hotmail.com 
ongceprode@gmail.com |ceprode |av. brasil 3575 ||lima |||||062-4623839 |ongceprode@gmail.com 
amalva@altaweb.ch / informes@cetangarana.com |organismo no gubernamental centro excursionista tangarana - cet |galeria las americas jr. serafin filomeno 479, 2° piso s ||san martín |||||956964100 / 942016153 |amalva@altaweb.ch / informes@cetangarana.com 
delianizamadelrio@hotmail.com |clinica albergue oncopediatrico shari wa |jr. george bernard sahaw c-16 urb. la capullana ||lima |||||541-7778 |delianizamadelrio@hotmail.com 
ong.hagamoslo@gmail.com |hagamoslo |calle manuel aguilar durand 410 ||lima |||||273-1630 / 585-1923 |ong.hagamoslo@gmail.com 
scott.aguirre33@gmail.com ||jr. manco inca 352 - 354 ||huánuco |||||(062) 625509 |scott.aguirre33@gmail.com 
jorgevasquezr12@gmail.com / jorgevasquezr55@hotmail.com |marginadas del peru - ongd-afamzomap |mz. e lote 01, 2° piso urb. fermin avila moron ||lambayeque |||||(074) 424782 / 923463598 |jorgevasquezr12@gmail.com / jorgevasquezr55@hotmail.com 
protejamoslaamazonia@yahoo.com |"amazonia"" - "|calle la libertad 631, 2° piso ||loreto |||||(065) 266907 / 953968935 |protejamoslaamazonia@yahoo.com 
ongelite@hotmail.com |organismo no gubernamental de desarrollo elite - ongd elite |urb. leoncio mz. g lote 9 ||huánuco |||||062-518912 |ongelite@hotmail.com 
ong_idpp@islasdepazperu.ml |paz peru |jr. francisco sanchez carrion 117 - 119 ||huánuco |||||(062) 625425 |ong_idpp@islasdepazperu.ml 
ongdlucescpa@gmail.com |luces |"asoc. urbanizadora j.l.b. y rivero, sector ii - mza. ""c"" lt. 9 "||arequipa |||||955925083|ongdlucescpa@gmail.com 
martinvale@hotmail.com |organismo no gubernamental de desarrollo mirando el mañana - mirma ong´d |caserio san lorenzo parcela 43 ||ucayali |||||969707231|martinvale@hotmail.com 
osigloxx@gmail.com / val_diego6@hotmail.com |organismo no gubernamental de desarrollo siglo xxi - ong d siglo xxi |av. maria nieves bustamante a-16 ||arequipa |||||959879839|osigloxx@gmail.com / val_diego6@hotmail.com 
tajesus2014@hotmail.com |organismo no gubernamental dios, naturaleza y universo dinaun - |jr. hrmilio valdizan 244 ||huánuco |||||971889434|tajesus2014@hotmail.com 
emausjesucristo@hotmail.es |jesucristo |av. panamericana s/n - casinchihua - chacoche ||apurimac |||||correo electrónico: |emausjesucristo@hotmail.es 
ongispa@gmail.com |pueblos andinos - o.n.g. i.s.p.a. |pasaje santa barbara 500, c.c. umuto ||junín |||||064-419610 / 977273233 |ongispa@gmail.com 
tcardenape@yahoo.es |o.n.g. sisarisun peru |av. prolongación manco capac nº 1065 ||ayacucho |||||066-312628 / 950893725 |tcardenape@yahoo.es 
gamarra_sa@hotmail.com |organismo no gubernamental kunan - ong kunan |jr. lima 1004 ||junín |||||064-364730 |gamarra_sa@hotmail.com 
david_reynaga61@hotmail.com |apurimac - ong disdap |pasaje saul muñoz menacho 776 ||junín |||||983629121|david_reynaga61@hotmail.com 
ongproder@ongproder.org |organismo no gubernamental propuesta para el desarrollo regional - proder |pasaje pedro coronado 250 y jr. jorge chavez 850 ||cajamarca |||||976871145|ongproder@ongproder.org 
proyectounukawsayperu@gmail.com |proecovida |unidad vec. mariscal gamarra 2° etapa, block a-11, dpto. 413 ||cusco |||||(084) 247599 / 984882141 / |proyectounukawsayperu@gmail.com 
ongpride@yahoo.es |organismo no gubernamental proyecto integral para el desarrollo - ong pride |av. ricardo palma 642 ||cajamarca |||||976637163|ongpride@yahoo.es 
prodsemperu@yahoo.es |peru - prodsem peru |jr. pokra 417 barrio libertad ||ayacucho |||||966647046|prodsemperu@yahoo.es 
zasercam@hotmail.com |proansel peru |jr. argentina 210, sector publico mz. o lote 11 ||ayacucho |||||(066) 303202 |zasercam@hotmail.com 
ongproanserp@hotmail.com |servicios del peru - ong proanser peru |urb. maria parado de bellido emadi mz. b1 lote 5 ||ayacucho |||||066-318460 |ongproanserp@hotmail.com 
recapacitarong@gmail.com |organismo no gubernamental recapacitar - ong recapacitar |av. las colinas 377, pio plata ||junín |||||996975128|recapacitarong@gmail.com 
rosado-1512@hotmail.com |desarrollo |jr. micaela bastidas 281 - 279 ||huánuco |||||#954095110 |rosado-1512@hotmail.com 
valoryfeong@gmail.com |organismo no gubernamental valor y fe - o.n.g. valor y fe |jr. la libertad 345 ||junín |||||950077124|valoryfeong@gmail.com 
edisoncaycho@gmail.com |vidas unidas para el desarrollo |jr. las violetas 107 - centro paucarbambilla 2° piso ||huánuco |||||(062) 620091 - 942485762 |edisoncaycho@gmail.com 
odeins@odeins.org.pe / odeins@yahoo.com |organismo para el desarrollo integral sostenible - odeins |jr. los jazmines 110 ||junín |||||(064) 254431 |odeins@odeins.org.pe / odeins@yahoo.com 
lyndal.maxwell@alma.peru.com |organizacion alcanzando la mano - alma - ong alcanzando la mano - alma |sector quispampa s/n ||apurimac |||||921917002|lyndal.maxwell@alma.peru.com 
ordeconai.peru@gamil.com / vargasrios_@hotmail.com |organizacion de desarrollo de comunidades nativas de iparia - ordeconai |"aa.hh. santa rosa de lima mz. ""j"" lote 10 jr. alameda sur "||ucayali |||||(061) 602195 |ordeconai.peru@gamil.com / vargasrios_@hotmail.com 
odexapro1965@hotmail.com |coronel bolognesi de chiquian - ancash - odexapro 65 |jr. chincha 364 urb. mesa redonda ||lima |||||5333607|odexapro1965@hotmail.com 
opdamsel@hotmail.com |laboral - opdamsel |mz. 56 lote 17, grupo 6 - huascar ||lima |||||648-7042 / 993228381 |opdamsel@hotmail.com 
ongdoid@yahoo.es |organizacion internacional de desarrollo - o.i.d. |jr. carabaya 719 of. 315 ||lima |||||426-0664 / 998499884 |ongdoid@yahoo.es 
ecuritima@hotmail.com / german.kasay@nkt.pe |ondepip |residencial alameda del norte mza. i lote 29 (km.32.5 panamer. norte) ||lima |||||990467897|ecuritima@hotmail.com / german.kasay@nkt.pe 
cesarelias20@gmail.com |onides |prolg. california c-4 urb. san miguel ||ica |||||(056) 237131 |cesarelias20@gmail.com 
onid.peru@gmail.com ||calle chacarilla 646 ||lima |||||957807383 / 999654007 |onid.peru@gmail.com 
ongsisariy@gmail.es |organizacion no gubernamental - ong sisariy - |jr. garcilazo de la vega nº389 ||ayacucho |||||9486000160|ongsisariy@gmail.es 
ong.asa@gmail.com |"o.n.g. ""asa"" - o.n.g. ""asa"" "|jr. los rubies 730 (covica) ||junín |||||064-501808 / 249731 |ong.asa@gmail.com 
ong_arecode@yahoo.es |#�NOMBRE?|jr. las magnolias 555 ||junín |||||954175847|ong_arecode@yahoo.es 
mcastro@agualimpia.org |organizacion no gubernamental agualimpia - ong agualimpia |av. jose pardo 601, oficina 701 ||lima |||||318-7884 |mcastro@agualimpia.org 
administracion@aba.org.pe |agua |calle amador merino reyna 339, oficina 701-a torre america ||lima |||||622-2123 |administracion@aba.org.pe 
maravillas77@gmail.com |guarda |unidad vecinal block 15 - 200 ||piura |||||073-308869 |maravillas77@gmail.com 
wildermer_35@hotmail.com |solidaridad en selva - ong-acoisel |av. victor andres belaunde 215 ||junín |||||951098400|wildermer_35@hotmail.com 
eblasido@gmail.com |sostenible y apoyo rural - apdesar |jr. lima s/n - urb. santa rosa - oxapampa ||pasco |||||945102637|eblasido@gmail.com 
raulvasquezp@hotmail.com |organizacion no gubernamental conservadores de la naturaleza - ong conna |jr. sanchez cerro 876 ||ucayali |||||967672234 / 961612234 |raulvasquezp@hotmail.com 
creto.001@gmail.com |organizacion no gubernamental creciendo todos - creto |jr. nemesio raez 246 ||junín |||||999669272|creto.001@gmail.com 
dihudemdd@hotmail.com / juma2959@gmail.com / |"con deporte madre de dios"" - ongd dihude-mdd "|calle jose galvez mz. 10 ll lote 8 aa.hh. monterrico ||madre de dios |||||987755018 / 944270814 |dihudemdd@hotmail.com / juma2959@gmail.com / 
forestaverde@hotmail.com |noriega - |calle capitan quiñones 226 - barrio pampa grande ||tumbes |||||989999494|forestaverde@hotmail.com 
anjopunfurc@yahoo.es |anjopunfurc |pasaje niños del futuro 148 ||junín |||||064-211458 |anjopunfurc@yahoo.es 
centroashongd@hotmail.com |humanitaria - centro de ayuda social humanitaria ong`d |prolongación arica mz. c lote 3 ||tumbes |||||983912601|centroashongd@hotmail.com 
qorito@yahoo.com |organizacion-qorito |calle pedro abad 149 - urb. vista alegre ||lima |||||225-6944 |qorito@yahoo.com 
inversiones_ninoska@hotmail.com / ||jr. alfonso ugarte 202 ||junín |||||955501518 / 954459991 |inversiones_ninoska@hotmail.com / 
ongipaatingomaria@hotmail.com |#�NOMBRE?|jr. ucayali 653 ||huánuco |||||(062) 562593 / 941817664 |ongipaatingomaria@hotmail.com 
ongdkulli@hotmail.com |organizacion no gubernamental de desarrollo kulli - |calle 31 de enero 321 ||la libertad |||||(044) 215965 / 945328005 |ongdkulli@hotmail.com 
maxjunior0859@gmail.com |maxvida |av. guillermo gullman 730 urb. san jose ||piura |||||073-332739 |maxjunior0859@gmail.com 
ongmunay@gmail.com |organizacion no gubernamental de desarrollo munay rurai - |urb. leoncio prado mz g lote 16 ||huánuco |||||(062) 525693 / 955828259 |ongmunay@gmail.com 
ongdolimpo@gmail.com |organizacion no gubernamental de desarrollo olimpo - o.n.g. olimpo |av. francisco bolognesi 365 - oficina c ||ancash |||||(043) 322724 |ongdolimpo@gmail.com 
lescuderolopez@yahoo.com |organizacion no gubernamental de desarrollo qespina - |av. regional 820 ||cusco |||||984070732|lescuderolopez@yahoo.com 
ongdunaluzenelcamino@gmail.com |ongdulc |jr. leoncio prado 1486 ||huánuco |||||975778848|ongdunaluzenelcamino@gmail.com 
ongdwhrla2018@yahoo.es |latin america - whrla |jr. miguel echenique 425 ||lima |||||975573850 - 982066841 |ongdwhrla2018@yahoo.es 
ecopra@org.pe / ecopra2017@gmail.com |de la amazonia - ecopra |jr. inmaculada 150 ||ucayali |||||961857571|ecopra@org.pe / ecopra2017@gmail.com 
halvarez.t@hotmail.com |asociaciones y mypes del sur del peru - ong: feclame - sur peru |urb. campiña dorada b1 - av. vidaurrazaga ||arequipa |||||(054) 221216 / 959879560 |halvarez.t@hotmail.com 
creeserverdeperu@gmail.com ||jr. lima n° 433, tercer piso, ||junín |||||989741886|creeserverdeperu@gmail.com 
idasperu_1@hotmail.com |sostenible - idas-peru |jr. tarma pasaje santa clara 131 ||huánuco |||||062 - 513006 |idasperu_1@hotmail.com 
chicomori17@gmail.com |ong inmusaa |jr. purus 198 ||ucayali |||||(061) 597754 |chicomori17@gmail.com 
jvelardehumala@hotmail.com |organizacion no gubernamental mantenimiento al desarrollo sostenido - |jr. carlos de los heroes 610 dpto.9 ||lima |||||7669285|jvelardehumala@hotmail.com 
trapiello@hotmail.com |organizacion no gubernamental oxigeno para el mundo - ong opem |jr. tarapaca 930 - interior 2 ||ucayali |||||(061) 577654 / 922293904 |trapiello@hotmail.com 
carhuas_sac@hotmail.com |para america latina o.n.g d-e-s-a - |av. los heroes 868 ||lima |||||999744075|carhuas_sac@hotmail.com 
m18araujo@hotmail.com |ambiente de la region ucayali - ong opproniyemaru |jr. callao 632 ||ucayali |||||(061) 572704 / #968895509 |m18araujo@hotmail.com 
cegapa1@hotmail.com / cescalantef@hotmail.com |organizacion no gubernamental rios profundos - o.n.g. rios profundos |pasaje judicial 108 ||apurimac |||||#979414845 /983629114/ |cegapa1@hotmail.com / cescalantef@hotmail.com 
presidenciaproinvisa@gmail.com |proinvisa - |prolongacion san carlos 235 ||junín |||||947456957 / 064 - 214368 |presidenciaproinvisa@gmail.com 
vperez@ongvozyaccionciudadana.org.pe |ciudadana |av. las colinas 187 ||loreto |||||(065) 228298 / 979501031 |vperez@ongvozyaccionciudadana.org.pe 
ong.odeat@hotmail.com |organizacion para el desarrollo ambiental y tecnologico - |aa.hh. juan parra del riego, mza. d lote 7, sector ii ||junín |||||(064) 249053 |ong.odeat@hotmail.com 
ong_ecovida@yahoo.es ||av. luis gonzales 1456 ||lambayeque |||||074-272529 / 074 - 227969 |ong_ecovida@yahoo.es 
nrecarrillo@hotmail.com |fronteras - |calle diego de agüero 208 valle hermoso de monterrico ||lima |||||344-1105 / 999451909 |nrecarrillo@hotmail.com 
ataraongd@hotmail.com |organizacion social atara - atara |jr. manuel segura 736 - 501 ||lima |||||995389526 / 995315926 |ataraongd@hotmail.com 
jire@orienting.org.pe |orienting - |calle pedro chamochumbi 217 - maranga, 7ma. etapa ||lima |||||464-1680 / 994858266 |jire@orienting.org.pe 
juany@otracosa.org |otra cosa peru - |calle las camelias 431 ||la libertad |||||(044) 461302 |juany@otracosa.org 
msj37@hotmail.com |pachamama yaku - |av. tacna 417, dpto. 101 ||piura |||||969136165|msj37@hotmail.com 
paradiseamazoniancorp@gmail.com |paraiso amazonico corporation - pamcorp |av. javier prado este 1234 - a urb. corpac ||lima |||||278-0004 / 940781719 |paradiseamazoniancorp@gmail.com 
narones@parwa.org |parwa instituto de investigacion y desarrollo andino - |urb. mariscal caceres mz. b lote 27 ||ayacucho |||||(066) 317643 |narones@parwa.org 
